nomem_encr;cd22o_m;cd22o091;cd22o092;cd22o003;cd22o005;cd22o093;cd22o008;cd22o009;cd22o010;cd22o088;cd22o012;cd22o013;cd22o014;cd22o015;cd22o083;cd22o018;cd22o019;cd22o020;cd22o021;cd22o024;cd22o025;cd22o026;cd22o027;cd22o028;cd22o029;cd22o030;cd22o094;cd22o033;cd22o034;cd22o035;cd22o036;cd22o038;cd22o039;cd22o041;cd22o089;cd22o042;cd22o043;cd22o044;cd22o045;cd22o046;cd22o047;cd22o048;cd22o049;cd22o050;cd22o090;cd22o051;cd22o052;cd22o053;cd22o054;cd22o058;cd22o060;cd22o061;cd22o062;cd22o063;cd22o095;cd22o066;cd22o084;cd22o085;cd22o069;cd22o096;cd22o072;cd22o073;cd22o074;cd22o075;cd22o076;cd22o077;cd22o078;cd22o079;cd22o080;cd22o081;cd22o082
801780;202207;7;8;3; ; ; ; ; ; ; ; ;2008;1;375000;2; ;1;13300;900000;530000;1;1;660000;2021;2; ; ;7;2;2008;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;3;04/07/2022;21:02:46;04/07/2022;21:10:41;475
801782;202207;7;7;1; ;1;-9;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2022;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;24/07/2022;12:01:55;24/07/2022;12:03:30;95
801811;202207;9;8;3; ; ; ; ; ; ; ; ;1998;1;-8;2; ;1;-8;-8; ; ; ;620000;2022;2; ; ;7;2;1998;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;1;1;1;04/07/2022;16:11:04;04/07/2022;16:16:53;349
801863;202207;8;7;3; ; ; ; ; ; ; ; ;2007;1;125000;2; ;1;5929;500000;158000;1;1;315000;2021;2; ; ;4;2;2008;4;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;4;4;3;11/07/2022;14:44:38;11/07/2022;14:59:47;909
801884;202207;9;9;3; ; ; ; ; ; ; ; ;1989;2; ; ; ; ; ;-9;260000;2;1;-9; ;3; ; ;5;2;1989;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;1;3;3;08/07/2022;17:40:04;08/07/2022;17:45:37;333
801948;202207;9;9;3; ; ; ; ; ; ; ; ;1993;2; ; ; ; ; ;450000;210000;2;1;435000;2022;3; ; ;4;2;1993;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;4;4;25/07/2022;20:36:41;25/07/2022;20:41:08;267
802007;202207;2;5;3; ; ; ; ; ; ; ; ;2018;-9; ; ; ; ; ;-8; ; ; ;-9; ;1;1;-9;2;2;2020;5;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;1;5;11/07/2022;13:23:05;11/07/2022;13:25:57;172
802016;202207;9;8;3; ; ; ; ; ; ; ; ;2002;1;124000;1;-9;1;2952;400000;427000;2;3;296000;2021;2; ; ;5;2;2022;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;18/07/2022;13:46:21;18/07/2022;13:59:33;792
802033;202207;9;8;1; ;1;648;2; ;1;1;334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2021;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;5;05/07/2022;09:50:34;05/07/2022;09:56:19;345
802034;202207;8;6;1; ;1;491;1;23;1;1;224; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2015;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;4;04/07/2022;15:16:57;04/07/2022;15:29:47;770
802048;202207;6;8;3; ; ; ; ; ; ; ; ;1986;2; ; ; ; ; ;750000;250000;2;1;850000;2022;2; ; ;4;2;1986;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;4;4;04/07/2022;15:21:24;04/07/2022;15:25:46;262
802136;202207;8;8;3; ; ; ; ; ; ; ; ;2012;1;84000;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22/07/2022;12:16:21; ; ; 
802147;202207;9;7;3; ; ; ; ; ; ; ; ;1984;2; ; ; ; ; ;500000;150000;2;1;-9; ;2; ; ;6;2;1984;6;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;11/07/2022;15:19:24;11/07/2022;15:21:32;128
802236;202207;10;10;3; ; ; ; ; ; ; ; ;1996;2; ; ; ; ; ;-9; ;1;4;508000;2022;3; ; ;5;2;1996;8;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;5;5;4;5;5;11/07/2022;12:22:56;11/07/2022;12:28:20;324
802238;202207;9;8;3; ; ; ; ; ; ; ; ;2006;1;100000;2; ;1;2436;300000;210000;1; ;285000;2022;2; ; ;4;2;2006;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;06/07/2022;11:21:11;06/07/2022;11:29:30;499
802242;202207;6;6;3; ; ; ; ; ; ; ; ;2012;1;-8;1;-9;1;-9;-9;300000;1; ;-9; ;2; ; ;5;2;2012;2;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;12/07/2022;23:16:33;12/07/2022;23:18:29;116
802305;202207;9;8;3; ; ; ; ; ; ; ; ;1997;1;110000;1;4800;1;2500;350000;210000;2;1;185000;2021;1;1;116;6;2;1997;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;04/07/2022;12:57:55;04/07/2022;13:02:10;255
802340;202207;9;8;3; ; ; ; ; ; ; ; ;1994;2; ; ; ; ; ;800000;330000;2;1;670000;2021;2; ; ;6;2;1994;3;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;2;3;18/07/2022;20:35:59;18/07/2022;20:38:13;134
802391;202207;8;7;3; ; ; ; ; ; ; ; ;2013;1;-9;2; ;1;-9;-9;200000;1;1;-9; ;1;1;-9;5;2;2013;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;05/07/2022;12:42:28;05/07/2022;12:43:50;82
802395;202207;8;8;1; ;1;597;2; ;1;1;225; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1995;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;5;20/07/2022;12:16:11;20/07/2022;12:21:55;344
802398;202207;8;8;3; ; ; ; ; ; ; ; ;1977;2; ; ; ; ; ;250000;190000;2;1;273000;2022;2; ; ;6;2;1977;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;04/07/2022;18:10:59;04/07/2022;18:19:04;485
802486;202207;9;9;1; ;1;838;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;2000;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;26/07/2022;18:20:36;26/07/2022;18:22:59;143
802495;202207;7;7;1; ;1;470;2; ;1;1;200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1997;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;15/07/2022;04:41:41;15/07/2022;04:46:29;288
802551;202207;7;8;1; ;1;1036;1;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2010;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;20/07/2022;11:02:52;20/07/2022;11:04:21;89
802574;202207;7;7;3; ; ; ; ; ; ; ; ;1985;1;65000;2; ;1;-9;250000; ; ; ;-9; ;2; ; ;5;2;1985;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;3;12/07/2022;11:50:38;12/07/2022;11:58:30;472
802578;202207;10;9;1; ;1;668;2; ;1;2;3872; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2010;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;5;5;11/07/2022;15:40:16;11/07/2022;15:44:34;258
802585;202207;9;8;3; ; ; ; ; ; ; ; ;2006;1;-9;1;-9;-9; ;440000;198000;1;1;-9; ;2; ; ;6;2;2005;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;-9; ; ; ; ;2; ; ;3;5;3;3;5;11/07/2022;22:25:20;11/07/2022;22:31:22;362
802587;202207;10;9;3; ; ; ; ; ; ; ; ;2003;1;152500;2; ;1;-9;375000; ; ; ;-9; ;3; ; ;4;2;2004;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;5;5;5;5;04/07/2022;14:13:18;04/07/2022;14:17:03;225
802612;202207;8;8;3; ; ; ; ; ; ; ; ;2022;2; ; ; ; ; ;290000;290000;1;1;-8; ;1;1;145;2;2;2022;5;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;04/07/2022;12:50:48;04/07/2022;12:53:17;149
802761;202207;5;6;1; ;1;653;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2014;4;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;22/07/2022;23:49:09;22/07/2022;23:50:34;85
802783;202207;8;7;1; ;1;682;2; ;1;1;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1976;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;12/07/2022;11:46:25;12/07/2022;11:51:31;306
802850;202207;10;10;3; ; ; ; ; ; ; ; ;2019;1;355000;1;-9;1;-9;850000;378;1;3;450000;2021;3; ; ;4;2;2020;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;06/07/2022;07:50:52;06/07/2022;07:52:26;94
802859;202207;9;10;3; ; ; ; ; ; ; ; ;1977;1;212000;2; ;1;4240;525000;175000;2;1;384000;2022;3; ; ;6;2;1977;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;21/07/2022;21:01:00;21/07/2022;21:05:10;250
802960;202207;8;9;1; ;1;782;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2013;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;3;10/07/2022;20:22:26;10/07/2022;20:23:59;93
802981;202207;8;7;3; ; ; ; ; ; ; ; ;1992;2; ; ; ; ; ;-9;196000;2;3;304000;2022;3; ; ;4;2;1993;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;2;09/07/2022;15:11:24;09/07/2022;15:17:12;348
802984;202207;10;9;3; ; ; ; ; ; ; ; ;2016;1;-8;1;-8;1;-8;-8;162000;1;1;285000;2021;1;1;110;5;2;2016;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;4;4;24/07/2022;21:33:20;24/07/2022;21:35:41;141
802987;202208;8;8;3; ; ; ; ; ; ; ; ;2020;1;280000;1;2590;1;2500;310000;280000;1;1;340000;2021;2; ; ;6;2;2020;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;2;3;28/08/2022;17:15:59;28/08/2022;17:18:27;148
802999;202207;8;8;3; ; ; ; ; ; ; ; ;2016;1;156000;1;3000;1;3000;300000;180000;1;1;264000;2022;1;1;140;3;2;2016;5;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;3;3;3;12/07/2022;15:53:45;12/07/2022;15:59:59;374
803025;202207;8;7;3; ; ; ; ; ; ; ; ;2021;2; ; ; ; ; ;400000;325000;1;1;296000;2021;2; ; ;3;2;2021;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;04/07/2022;12:36:53;04/07/2022;12:37:59;66
803136;202207;7;7;1; ;1;668;1;44;1;1;151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2009;5;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;2;3;11/07/2022;13:27:47;11/07/2022;13:37:06;559
803157;202207;7;7;3; ; ; ; ; ; ; ; ;2015;1;162000;1;4650;1;5200;250000;210000;1;2;245000;2021;2; ; ;4;2;2015;4;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;05/07/2022;09:40:07;05/07/2022;09:44:07;240
803210;202207;8;8;1; ;1;638;1;7;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2006;4;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;4;5;26/07/2022;15:09:54;26/07/2022;15:14:55;301
803220;202207;10;10;3; ; ; ; ; ; ; ; ;2017;1;677000;1;18776;1;16156;1300000;800000;1;1;925000;2020;2; ; ;8;2;2017;10;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;10/07/2022;21:07:15;10/07/2022;21:27:07;1192
803237;202207;7;8;1; ;1;550;2; ;1;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2020;4;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;5;5;04/07/2022;16:55:09;04/07/2022;17:02:18;429
803245;202207;10;10;3; ; ; ; ; ; ; ; ;1976;1;-8;2; ;1;-8;500000;105000;2;2;418000;-9;3; ; ;5;2;1976;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;4;5;08/07/2022;08:23:46;08/07/2022;08:32:14;508
803260;202207;9;7;3; ; ; ; ; ; ; ; ;2014;1;635000;1;25000;1;25000;1400000;700000;1;4;1000000;2020;3; ; ;6;2;2014;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;05/07/2022;09:08:01;05/07/2022;09:10:58;177
803268;202207;10;10;3; ; ; ; ; ; ; ; ;1998;1;365000;1;19488;1;6840;590000;310000;2;1;420000;2020;3; ; ;6;2;1998;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;280000; ; ; ; ;2; ; ;2;4;3;4;4;04/07/2022;20:07:09;04/07/2022;20:15:49;520
803280;202207;9;9;1; ;1;935;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2018;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;25/07/2022;21:59:40;25/07/2022;22:00:58;78
803297;202207;8;8;1; ;1;612;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2012;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;04/07/2022;17:12:29;04/07/2022;17:15:32;183
803304;202207;7;6;3; ; ; ; ; ; ; ; ;2019;1;-9;1;-9;1;-9;275000;127000;1;2;-9; ;1;1;-9;3;2;2019;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;3;3;3;3;18/07/2022;15:11:37;18/07/2022;15:13:39;122
803321;202207;9;9;1; ;1;525;2; ;1;1;104; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2017;10;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;4;3;4;4;14/07/2022;14:25:27;14/07/2022;14:35:14;587
803356;202207;9;8;1; ;1;485;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1995;2;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;11/07/2022;12:23:57;11/07/2022;12:26:22;145
803391;202207;8;7;3; ; ; ; ; ; ; ; ;2017;1;-9;1;14000;1;-9;550000;375000;1;2;420;2021;2; ; ;6;2;2019;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;08/07/2022;21:59:19;08/07/2022;22:04:55;336
803445;202208;8;7;3; ; ; ; ; ; ; ; ;2004;1;110000;2; ;1;2616;179000;143000;1;1;147000;2021;2; ; ;5;2;2004;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;5;18/08/2022;22:24:15;18/08/2022;22:28:38;263
803454;202207;6;6;1; ;1;605;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2020;5;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;2;3;3;14/07/2022;14:44:40;14/07/2022;14:46:57;137
803474;202207;8;8;3; ; ; ; ; ; ; ; ;2012;1;269000;1;1825;1;12500;452000;335000;1; ;420000;2022;3; ; ;5;2;2012;2;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;4;23/07/2022;15:31:55;23/07/2022;15:37:34;339
803500;202207;9;9;1; ;1;620;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;2020;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;07/07/2022;09:26:44;07/07/2022;09:27:39;55
803503;202208;-9;-9;3; ; ; ; ; ; ; ; ;1992;1;-8;-9; ;-8; ;-8; ; ; ;-8; ;3; ; ;6;2;1992;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;1;3;1;27/08/2022;18:14:36;27/08/2022;18:21:41;425
803505;202207;10;10;3; ; ; ; ; ; ; ; ;2007;1;70000;2; ;1;244;300000;180000;1;1;227000;2021;1;1;214;3;2;2007;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;2;4;4;07/07/2022;12:44:06;07/07/2022;13:06:21;1335
803506;202207;8;7;1; ;1;795;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2012;5;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;14/07/2022;05:43:56;14/07/2022;05:45:55;119
803515;202207;8;8;3; ; ; ; ; ; ; ; ;1998;1;156500;1;-9;1;9225;450000;400000;2;2;325000;2022;3; ; ;5;2;1998;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;18/07/2022;13:20:38;18/07/2022;13:27:13;395
803540;202207;9;8;3; ; ; ; ; ; ; ; ;2018;1;205000;1;5200;1;8500;400000;242000;1;1;285000;2021;1;1;225;4;2;2018;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;13/07/2022;17:32:07;13/07/2022;17:38:24;377
803555;202207;6;6;3; ; ; ; ; ; ; ; ;2018;1;143000;1;-9;1;-9;215000;145000;1;1;177000;2021;3; ; ;5;2;2018;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;25/07/2022;20:01:28;25/07/2022;20:04:57;209
803570;202208;8;8;1; ;1;735;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2020;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;24/08/2022;19:28:04;24/08/2022;19:29:13;69
803584;202207;8;7;3; ; ; ; ; ; ; ; ;2016;2; ; ; ; ; ;425000; ; ; ;325000;2022;1;1;189;4;2;2016;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;07/07/2022;17:50:11;07/07/2022;17:54:57;286
803590;202207;9;9;3; ; ; ; ; ; ; ; ;2008;1;-8;2; ;1;-8;-8;180000;1;1;-9; ;2; ; ;3;2;2008;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;12/07/2022;07:49:33;12/07/2022;08:01:28;715
803612;202207;-9;5;1; ;1;800;1;150;1;1;300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2013;5;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;2;3;3;3;14/07/2022;19:33:29;14/07/2022;19:35:56;147
803628;202207;9;8;3; ; ; ; ; ; ; ; ;2014;1;225000;1;26000;1;4600;1000000;550000;1;3;975000;2022;2; ; ;4;2;2016;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;06/07/2022;20:47:44;13/07/2022;21:00:55;605591
803674;202207;8;8;3; ; ; ; ; ; ; ; ;1981;1;-9;2; ;1;-9;-9;101000;2;3;198000;-9;3; ; ;3;2;1979;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;4;4;4;4;12/07/2022;18:53:03;12/07/2022;18:57:15;252
803695;202207;6;5;1; ;1;678;2; ;1;1;334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2008;5;7;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;11/07/2022;22:24:25;11/07/2022;22:26:12;107
803723;202207;7;4;1; ;1;740;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2014;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;2;3;3;23/07/2022;18:43:44;23/07/2022;18:49:29;345
803732;202207;10;10;1; ;1;742;1;20;1;1;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2020;10;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;05/07/2022;06:50:06;05/07/2022;06:56:30;384
803765;202207;5;5;1; ;1;-9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2010;5;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;11/07/2022;12:38:47;11/07/2022;12:40:26;99
803802;202207;8;8;3; ; ; ; ; ; ; ; ;1995;1;-9;2; ;1;-9;-9;200000;2;2;-9; ;3; ; ;4;1;1995;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;11/07/2022;11:06:24;11/07/2022;11:07:54;90
803805;202207;9;7;1; ;1;565;2; ;1;1;265; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;1968;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;18/07/2022;15:59:10;18/07/2022;16:01:55;165
803844;202207;7;8;1; ;1;370;1;75;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2017;9;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;04/07/2022;13:36:30;04/07/2022;13:38:46;136
803854;202207;10;10;1; ;1;550;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2006;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;05/07/2022;10:49:32;05/07/2022;12:15:35;5163
803862;202207;8;8;3; ; ; ; ; ; ; ; ;2005;1;256089;1;7597;1;3717;500000;258000;1;3;448000;2022;3; ; ;5;2;2005;4;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;2;2;3;25/07/2022;12:03:20;25/07/2022;14:08:07;7487
803874;202207;9;9;3; ; ; ; ; ; ; ; ;2021;1;224000;2; ;1;-9;500000;500000;1;2;-9; ;1;1;25;3;2;2021;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;4;05/07/2022;21:11:09;05/07/2022;21:16:11;302
803906;202207;7;5;1; ;1;436;2; ;1;1;183; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1998;5;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;19/07/2022;19:48:35;19/07/2022;19:50:49;134
