nomem_encr;ci22o_m;ci22o001;ci22o002;ci22o326;ci22o003;ci22o383;ci22o005;ci22o006;ci22o007;ci22o008;ci22o009;ci22o372;ci22o373;ci22o037;ci22o038;ci22o039;ci22o040;ci22o041;ci22o042;ci22o043;ci22o044;ci22o045;ci22o046;ci22o047;ci22o049;ci22o048;ci22o050;ci22o051;ci22o052;ci22o053;ci22o054;ci22o055;ci22o059;ci22o060;ci22o061;ci22o062;ci22o065;ci22o363;ci22o067;ci22o068;ci22o069;ci22o070;ci22o364;ci22o365;ci22o076;ci22o367;ci22o080;ci22o081;ci22o084;ci22o085;ci22o100;ci22o327;ci22o087;ci22o374;ci22o090;ci22o091;ci22o092;ci22o341;ci22o094;ci22o095;ci22o096;ci22o098;ci22o099;ci22o328;ci22o329;ci22o393;ci22o101;ci22o143;ci22o330;ci22o102;ci22o103;ci22o375;ci22o376;ci22o111;ci22o368;ci22o114;ci22o115;ci22o117;ci22o118;ci22o344;ci22o125;ci22o128;ci22o129;ci22o130;ci22o135;ci22o136;ci22o140;ci22o333;ci22o336;ci22o394;ci22o144;ci22o146;ci22o147;ci22o148;ci22o149;ci22o150;ci22o151;ci22o152;ci22o153;ci22o395;ci22o154;ci22o155;ci22o156;ci22o159;ci22o160;ci22o161;ci22o162;ci22o163;ci22o164;ci22o165;ci22o166;ci22o167;ci22o168;ci22o169;ci22o170;ci22o171;ci22o172;ci22o173;ci22o174;ci22o396;ci22o397;ci22o386;ci22o387;ci22o388;ci22o389;ci22o391;ci22o392;ci22o175;ci22o176;ci22o325;ci22o177;ci22o384;ci22o385;ci22o203;ci22o204;ci22o205;ci22o206;ci22o207;ci22o208;ci22o209;ci22o210;ci22o211;ci22o212;ci22o213;ci22o214;ci22o221;ci22o222;ci22o223;ci22o224;ci22o337;ci22o226;ci22o338;ci22o339;ci22o229;ci22o236;ci22o237;ci22o238;ci22o239;ci22o240;ci22o241;ci22o242;ci22o377;ci22o378;ci22o245;ci22o246;ci22o247;ci22o248;ci22o249;ci22o250;ci22o251;ci22o252;ci22o253;ci22o254;ci22o255;ci22o379;ci22o257;ci22o258;ci22o261;ci22o380;ci22o264;ci22o265;ci22o292;ci22o293;ci22o294;ci22o295;ci22o381;ci22o299;ci22o300;ci22o301;ci22o302;ci22o303;ci22o304;ci22o382;ci22o306;ci22o307;ci22o340;ci22o309;ci22o352;ci22o353;ci22o354;ci22o355;ci22o356;ci22o313;ci22o314;ci22o315;ci22o316;ci22o317;ci22o318;ci22o319;ci22o320;ci22o321;ci22o322
800445;202206;1;46;1976;1;1;7;5;5;1;1;-9;5;1;0;0;0;0;0;0;0;0;2; ; ;1;-9;-9; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;3; ;3; ;2; ;2; ; ; ;-9999999;7; ;-9999999;5;-8;2;2;2;2;2;2;6;5;1;0;0;0;0;0;0;3;2;2; ;0; ;3;3;6;3;3;1;0;0;0; ; ; ;2; ;2; ;1;2;2;1;1;2;1;1;4;5;1;5;1;4;4;08/06/2022;13:35:33;08/06/2022;13:44:06;513
800463;202206;1;31;1990;0;1;6;7;6;1;3;16000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;0;1248; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;0;0;0;0;0;0;0; ; ;5285; ;2940; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;4; ;-9999999;2;2000;4;4;4;4;4;4;8;8;0;0;0;0;0;0;1;5;3;2; ;0; ;5;2;5; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;4;4;5;3;1;3;1;3;1;5;4;4;4;28/06/2022;14:24:10;28/06/2022;14:31:07;417
800497;202206;2;78;1943;1;8;8;8;8;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;0;0;0; ; ;8200; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;200; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;0; ; ;26000; ;1600;4;4;4;4;2;2;6;6;0;0;0;0;0;0;1;4;2;2; ; ; ;3;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;3;1;5;1;1;5;2;2;2;4;3;4;5;21/06/2022;12:32:21;21/06/2022;13:05:47;2006
800500;202206;1;69;1952;1;9;5;6;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11245; ;7273; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;2487; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ; ; ;18518; ; ;18121; ;1500;4;4;4;4;3;3;5;4;1;0;0;0;0;0;0;3;2;2; ; ; ;3;4;3;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;2;4;5;2;1;1;5;5;2;5;1;4;5;20/06/2022;14:44:12;24/06/2022;10:29:18;330306
800501;202206;1;49;1973;1;1;8;8;8;1;1;53802; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2552; ; ; ;0;0;0;0;0;0;0;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1757; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;760; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;35629; ; ;77186; ;2500;2;1;3;3;2;2;5;7;0;0;0;0;0;0;1;4;3;2; ;1; ;4;4;9;2;3;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;3;5;4;2;3;1;25/06/2022;15:04:34;25/06/2022;16:50:43;6369
800561;202206;3;32;1989;1;1;9;8;0;1;1;-9;5;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;-9;-9999999;-9999999;5;-8;3;3;1;2;2;2;7;9;0;0;0;0;0;0;1;5;2;1; ;0; ;4;4;6;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;3;5;3;1;5;1;3;1;5;1;1;1;09/06/2022;14:24:40;09/06/2022;14:40:05;925
800570;202206;1;44;1977;1;1;7;7;6;1;1;65000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ;0;0;0;0;0;0;1;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ;7000; ; ; ;-9;-9; ; ;2; ; ; ; ; ;1;7000; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;1;44000; ;12;-9999999;-9;-9999999;45000; ;3500;1;1;2;2;4;4;4;6;0;0;0;0;0;0;1;4;3;2; ;0; ;3;4;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;1;1;1;1;2;2;2;4;4;4;5;16/06/2022;14:27:46;16/06/2022;14:38:19;633
800571;202206;1;88;1934;1;9;8;6;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;-9;3;12000; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;3; ;3; ;2; ; ; ; ; ;-9999998;-8;-9999999;-9999999;-8;2500;4;4;4;4;4;4;5;8;0;0;0;0;0;0;1;4;3;1; ; ; ;3;3;8;5;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;5;5;5;1;5;1;1;2;2;1;3;3;20/06/2022;15:54:15;20/06/2022;16:09:18;903
800575;202206;1;36;1985;1;1;9;9;4;1;2;52000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1;-9;3;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;9; ;100000; ;4000;2;2;2;2;2;2;6;9;0;0;0;0;0;0;1;5;3;1; ;0; ;4;3;9;4;3;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;1;1;5;2;4;4;06/06/2022;12:51:47;06/06/2022;13:00:46;539
800611;202206;2;40;1982;1;1;7;6;6;1;2;-9;-9;0;0;0;0;1;0;0;0;0;2; ; ;1;-9;-9; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;-9;3; ;3; ;3; ;3; ;1;500;2; ; ; ;-9999999;-9;-9999999;-9999999;-9;4000;3;4;4;1;4;4;8;8;0;0;0;0;0;0;1;4;3;2; ;10; ;3;2;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;1;1;1;5;2;4;3;4;3;2;4;06/06/2022;12:19:56;06/06/2022;12:29:29;573
800659;202206;1;82;1940;1;9;7;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11245; ;18600; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ;65; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;27895; ; ;36230; ;2000;4;4;4;4;2;2;5;7;0;0;0;0;0;0;1;4;3;2; ; ; ;4;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;1;1;1;5;5;5;4;4;16/06/2022;20:52:42;16/06/2022;21:44:07;3085
800671;202207;1;69;1952;1;9;6;8;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;-9;3;15000; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;5; ;36000; ;1000;2;2;2;2;2;2;5;8;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;6;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;3;1;1;1;1;3;3;4;4;3;06/07/2022;19:27:36;06/07/2022;19:40:49;793
800674;202206;1;65;1956;0;1;7;7;3;1;1;45000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;8000; ;2; ;2; ;2; ;2; ;1;2000;1;500;2; ; ; ;53000; ; ;-9999999;4;2200;2;2;2;2;2;2;3;4;1;0;0;0;0;0;0;3;2;2; ;20; ;2;4;7; ; ;1;0;0;0; ; ; ;2; ;2; ;2;2;2;1;5;2;2;1;5;5;2;4;5;5;5;14/06/2022;10:21:09;14/06/2022;10:27:12;363
800677;202206;1;25;1997;0;7;8;0;1;1;1;2500; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;0;1200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;0;0;0; ; ; ; ;11000; ; ; ; ; ;1000; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ; ; ; ; ;2; ;2; ; ; ;300; ; ;13500; ;900;1;4;1;1;4;4;0;2;0;0;1;0;0;1;0;1;1;2; ; ; ;1;5;8; ; ;1;0;0;0; ; ; ;2; ;2; ;1;2;2;1;5;1;1;1;7;7;4;5;4;5;2;07/06/2022;14:44:59;07/06/2022;15:04:07;1148
800695;202206;1;81;1941;0;9;7;7;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;16410; ;3655; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1332; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;457; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;20065; ; ;-9999999;2;1400;4;4;4;4;4;4;5;6;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;4;5;4;5;4;1;5;1;1;1;5;5;5;5;26/06/2022;15:58:28;26/06/2022;16:23:36;1508
800697;202206;5;24;1997;1;13;4;0;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;1;0; ;0;0;0;0; ; ;0;1700; ; ; ; ; ; ; ; ; ; ; ;11000; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;160; ;2; ;3; ;3; ; ; ; ; ;2; ; ; ; ; ;-9999999;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3;2;3;06/06/2022;12:41:42;06/06/2022;12:45:28;226
800701;202206;2;43;1979;1;1;9;9;5;1;1;82606; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;73737; ; ;96000; ;50000;2;2;3;3;4;4;5;10;0;0;0;0;0;0;1;5;3;2; ;5; ;4;4;8;3;1;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;3;1;1;1;2;1;5;4;3;3;18/06/2022;13:32:30;18/06/2022;13:41:27;537
800731;202206;1;71;1951;1;9;8;6;4;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0; ; ;11245; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;720; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1;15000; ;1;1050; ;2; ;3; ;3; ;3; ;1;500;2; ; ; ; ; ;-9999999;6; ;21000; ;2300;4;4;4;4;4;4;5;6;0;0;0;0;0;0;1;3;2;2; ; ; ;3;3;9;3;4;1;0;0;0; ; ; ;2; ;2; ;1;5;5;3;5;1;1;5;2;2;3;2;3;3;2;06/06/2022;13:40:17;06/06/2022;14:15:58;2141
800750;202206;2;59;1962;1;1;8;9;6;1;1;34200; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;1;6000;2; ;1;22000; ;12;-9999999;-9;-9999999;-9999999;-9;3000;2;2;2;2;4;4;5;9;0;0;0;0;0;0;1;5;2;1; ;10; ;5;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;1;4;1;3;3;08/06/2022;10:51:09;08/06/2022;10:58:54;465
800771;202207;1;52;1969;1;1;8;8;3;1;1;60000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;-9;2; ;2; ;2; ;2; ;2; ;1;30000; ;12;60000; ; ;5000; ;-8;2;2;3;2;2;2;5;7;0;0;0;0;0;0;1;4;3;1; ;20; ;4;3;8;5;2;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;3;3;1;4;3;3;3;24/07/2022;15:38:31;24/07/2022;15:45:13;402
800775;202206;1;53;1969;1;1;8;7;5;1;1;63732; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1; ;0;0;0;0;0;0;0; ; ;0; ; ; ; ; ; ; ; ;2347; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;1;41000; ;12;50505; ; ;62400; ;3500;2;2;2;2;4;4;7;8;0;0;0;0;0;0;1;5;3;2; ;10; ;4;4;8;3;3;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;1;1;1;1;1;2;1;5;1;5;5;21/06/2022;14:47:17;21/06/2022;15:07:48;1231
800778;202206;1;62;1960;0;1;8;7;6;1;1;-9;3;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ;2; ; ; ;-9999999;-9;-9999999;-9999999;3;-8;4;4;4;4;4;4;5;7;0;0;0;0;0;0;1;4;3;2; ;0; ;4;3;8; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;4;1;4;2;2;3;3;3;3;3;07/06/2022;23:32:52;07/06/2022;23:40:05;433
800789;202206;3;41;1980;1;1;8;8;3;1;1;39000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;720; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;3000; ;2; ;2; ;2; ;3; ;3; ;2; ;2; ; ; ;39000; ; ;80000; ;3500;4;4;4;4;4;4;6;10;0;0;0;0;0;0;1;4;3;2; ;0; ;4;3;9;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;3;3;1;3;1;1;1;1;1;5;1;1;2;06/06/2022;12:47:59;06/06/2022;12:55:36;457
800829;202206;5;17;2004;0;7;6;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0; ;0; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;1;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24/06/2022;13:13:54; ; ; 
800848;202206;1;35;1986;0;1;7;7;7;1;1;33000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;2; ;2; ;3; ;2; ;2; ; ; ;33000; ; ;52800; ;2900;2;2;2;3;2;2;6;7;0;0;0;0;0;0;1;2;1;1;3;0; ;4;3;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;2;1;1;3;2;1;3;3;2;5;5;5;5;27/06/2022;22:44:56;27/06/2022;23:01:51;1015
800869;202206;1;66;1955;1;9;8;8;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;-9;-8; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999998;-8;-9999998;-9999999;-8;-8;3;2;2;2;2;2;6;10;0;0;0;0;0;0;1;4;1;1;3; ; ;4;3;8;3;3;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;3;3;3;13/06/2022;15:23:17;13/06/2022;15:27:34;257
800881;202206;1;82;1940;0;9;6;6;4;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;16349; ;7049; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;23388; ; ;20690; ;1800;2;2;2;2;2;2;5;6;0;0;0;0;0;0;1;3;3;2; ; ; ;3;4;6; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;1;3;5;3;1;5;2;1;1;5;1;5;5;07/06/2022;11:35:50;07/06/2022;11:58:15;1345
